PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA
2683,"\P 06h30-07h30 LUN. AU VEN. 1 MARS AU 1 DEC.","SV-AB"
2684,"\P 09h-11h30 LUN. AU VEN.","SV-AC"
2685,"\P 07h-08h LUN. AU VEN. 1 MARS AU 1 DEC.","SV-AD"
2686,"\P 07h30-08h30 LUN. AU VEN. 1 MARS AU 1 DEC.","SV-AE"
2687,"\P 08h-09h LUN. AU VEN. 1 MARS AU 1 DEC.","SV-AF"
2690,"\P 08h30-09h30 LUN. AU VEN. 1 MARS AU 1 DEC.","SV-AI"
2692,"\P 08h-09h30 LUN. AU VEN. 1 MARS AU 1 DEC.","SV-AK"
2693,"\P 08h-09h LUN. AU VEN.","SV-AL"
2696,"\P 07h-08h LUN. AU VEN.","SV-AO"
2697,"\P 09h-10h LUN. AU VEN.","SV-AP"
2698,"\P 09h30-10h30 LUN.AU VEN.","SV-AQ"
2699,"\P 07h-12h LUN. AU VEN.","SV-AR"
2700,"\P 10h30-11h30 LUN. AU VEN.","SV-AS"
2701,"\P 07h-10h  LUN A VEN","SV-AT"
2702,"\P 07h-09h30 LUN A VEN","SV-AU"
2703,"\P 09h-11h LUN A VEN","SV-AV"
2704,"\P 09h30-15h LUN. AU VEN.","SV-DG"
2705,"\P 09h-15h30 LUN. AU VEN.","SV-EA"
2706,"\P 09h-15h LUN. AU VEN.","SV-JA"
2707,"\P 08h-16h LUN. AU VEN.","SV-JB"
2708,"\P 08h-17h LUN. AU VEN.","SV-JC"
2709,"\P 08h-19h LUN. AU VEN.","SV-JD"
2710,"\P 06h30-18h LUN AU VEN.","SV-JE"
2711,"\P 09h-21h LUN AU VEN","SV-JF"
2712,"\P 09h-16h LUN. AU VEN.","SV-JG"
2713,"\P 09h-17h LUN. AU VEN.","SV-JH"
2714,"\P 09h30-21h00 LUN AU VEN","SV-JI"
2715,"\P 07h30-18h00 LUN AU VEN","SV-JJ"
2716,"\P 10h-15h LUN. AU VEN.","SV-JK"
2717,"\P 09h-20h LUN. AU VEN.","SV-JL"
2718,"\P 09H30-19H LUN. AU VEN.","SV-JM"
2719,"\P 08h-22h LUN. AU VEN.","SV-JN"
2720,"\P 09h-18h LUN A VEN.","SV-JO"
2721,"\P 06h-18h LUN A VEN.","SV-JP"
2722,"\P 09h30-16h LUN. AU VEN.","SV-JQ"
2723,"\P 09h30-18h LUN. AU VEN.","SV-JS"
2724,"\P 07h-15h30 LUN. AU VEN.","SV-JT"
2725,"\P 08h-20h   LUN A VEN","SV-JU"
2726,"\P 09h00 A 11h00 et 15h00 A 18h00 LUNDI AU VENDREDI","SV-OA"
2727,"\P 06h-16h LUN. AU VEN.","SV-OB"
2728,"\P 07h-18h LUN. AU VEN.","SV-OC"
2729,"\P 08h-18h LUN. AU VEN.","SV-OD"
2730,"\P 07h30-09h ET 14h30-16h30 LUN. AU VEN.","SV-OE"
2731,"\P 09h30-15h30 LUN. AU VEN.","SV-OG"
2733,"\P 13h-16h LUN. AU VEN.","SV-PB"
2735,"\P 17h-18h LUN. AU VEN. 1 MARS AU 1 DEC.","SV-PD"
2739,"\P 06h30-16h LUN. AU VEN.","SV-PH"
2740,"\P 16h30-17h30 LUN. AU VEN. 1 MARS AU 1 DEC.","SV-PI"
2741,"\P 07h-16h LUN. AU VEN.","SV-PJ"
2742,"\P 07h-17h LUN. AU VEN.","SV-PK"
2743,"\P 07h30-16h LUN. AU VEN.","SV-PL"
2744,"\P 13h-15h30 LUN. AU VEN.","SV-PM"
2745,"\P 16h-18h LUN. AU VEN.","SV-PN"
2748,"\P 15h-17h LUN. AU VEN.","SV-PQ"
2750,"\P 13h-14h LUN. AU VEN.","SV-PS"
2752,"\P 14h-16h LUN AU VEN","SV-PU"
2754,"\P 07h-09h 16h-18h LUN AU VEN","SV-QA"
2757,"\P 07h30-09h30 ET 15h30-18h  LUN A VEN","SV-QD"
2759,"\P 16h00 A 18h30 LUN. AU VEN. 1ER MARS AU 1ER DEC.","SV-SB"
2761,"\P LUNDI AU VENDREDI","SV-TA"
2762,"\P 07h-09h LUN. AU VEN. 1 MARS AU 1 DEC.","SV-VA"
2763,"\P 08h-10h LUN. AU VEN. 1 MARS AU 1 DEC.","SV-VC"
2764,"\P 07h-09h LUN. AU VEN.","SV-VZ"
2766,"\P EXCEPTE 09h-17h LUNDI","SX-JA"
2767,"\P EXCEPTE 09h-17h MARDI","SX-JB"
2768,"\P EXCEPTE 09h-17h MERCREDI","SX-JC"
2769,"\P EXCEPTE 09h-17h JEUDI","SX-JD"
2771,"\P EXCEPTE 09h-17h LUN. ET JEU.","SX-JF"
2774,"\P EXCEPTE 09h-17h MAR. ET VEN.","SX-JI"
2776,"\P EXCEPTE 09h-16h LUNDI ET JEUDI","SX-JK"
2777,"TRAVERSE PIETON (FL. 10) ORANGE","TB-C-1"
2779,"DETOUR ORANGE","TB-DA"
2781,"DETOUR ORANGE","TB-DB"
2782,"DETOUR ORANGE","TB-DB-10"
2783,"DETOUR ORANGE","TB-DC"
2785,"DETOUR ORANGE","TB-DD"
2786,"DETOUR ORANGE","TB-DD-10"
2789,"DETOUR ORANGE","TB-DG"
2790,"DETOUR ORANGE","TB-DG-10"
2791,"DETOUR ORANGE","TB-DH"
2792,"DETOUR ORANGE","TB-DH-10"
2794,"DETOUR CAMIONS (FL.3) ORANGE","TB-DJ"
2796,"DETOUR CAMIONS (FL.1) ORANGE","TB-DL"
2797,"PRE-SIGNAL A GAUCHE ET A DROITE ORANGE","TB-FB"
2799,"DETOUR PIETONS (FL.2) ORANGE","TB-PG"
2800,"DETOUR PIETONS (FL.1) ORANGE","TB-PH"
2801,"RUE BARREE ORANGE","TB-RB"
2802,"RUE BARREE ORANGE","TB-RB-10"
2803,"TROTTOIR FERME POUR VOTRE SECURITE UTILISER ...","TB-TA"
2804,"TROTTOIR BARRE ORANGE","TB-TB"
2805,"FIN DES TRAVAUX - ORANGE","TC-AA"
2806,"FIN DES TRAVAUX - ORANGE","TC-AA-10"
2807,"VITESSE TEMPORAIRE DE 30 KM","TC-AB"
2814,"PRE-SIGNAL CAMION  (VENANT DE LA DROITE) ORANGE","TC-AE-20"
2818,"BALISE DE CHANTIER ORANGE","TC-BA"
2819,"BALISE DE CHANTIER ORANGE","TC-BA-1"
2820,"BALISE DE CHANTIER ORANGE","TC-BA-10"
2821,"CEDEZ A LA CIRCULATION INVERSE ORANGE","TC-CC"
2822,"CHEVRON D'ALIGNEMENT ORANGE","TC-CH"
2824,"CIRCULATION LOCALE... ORANGE","TC-CL"
2825,"CIRCULATION LOCALE... ORANGE","TC-CL-10"
2855,"BALISE VOIE CYCLABLE EN ACIER, COULEUR VERTE, 1160 mm","VC-BA-1"
2856,"BALISE VOIE CYCLABLE EN PLASTIQUE,COULEUR VERTE, 720 mm","VC-BA-2"
2857,"PRE-SIGNAL PASSAGE DE CAMIONS","VC-D-AA"
2858,"PRE-SIGNAL PASSAGE DE CAMIONS","VC-D-AB"
2859,"PRE-SIGANL PASSAGE A NIVEAU","VC-D-AC"
2861,"PRE-SIGNAL PASSAGE A NIVEAU","VC-D-AE"
2862,"PRE-SIGNAL VIR. A GAUCHE","VC-D-AF"
2863,"PRE-SIGNAL VIR. A DROITE","VC-D-AG"
2864,"PRE-SIGNAL VIR. A GAUCHE","VC-D-AH"
2865,"PRE-SIGNAL VIR. A DROITE","VC-D-AI"
2866,"PRE-SIGNAL VIR. A GAUCHE","VC-D-AJ"
2867,"PRE-SIGNAL VIR. A DROITE","VC-D-AK"
2868,"PRE-SIGNAL VIR. A GAUCHE","VC-D-AL"
2869,"PRE-SIGNAL VIR. A DROITE","VC-D-AM"
2871,"PRE-SIGNAL VIR. A GAUCHE EN U","VC-D-AO"
2872,"PRE-SIGNAL VIR. A DROITE EN U","VC-D-AP"
2873,"ANNULE - REMPLACE PAR VC-D-AW-FL","VC-D-AW"
2874,"PRE-SIGNAL ZONE DE TERRAIN DE JEUX","VC-D-AX"
2875,"PRE-SIGNAL ZONE DE TERRAIN DE JEUX","VC-D-AY"
2876,"ANNULE - REMPLACE PAR VC-D-AZ-FL","VC-D-AZ"
2877,"PRE-SIGNAL PASSAGE POUR PERSONNES HANDICAPEES","VC-D-BA"
2878,"ANNULE","VC-D-BB"
2879,"SORTIE DE CAMIONS A DROITE","VC-D-PA"
2881,"OBLIGATION TRAJET MIXTE POUR CYCLISTES ET PIETONS","VC-P-AA"
2882,"PRESCRIPTION - VELO OBLIGATOIRE","VC-P-AB"
2883,"PANONCEAU ""LENTEMENT""","VC-P-AC"
2886,"PASSAGE ECOLIERS FL. DROITE","VC-P-BA"
2887,"PASSAGE ECOLIERS FL. GAUCHE","VC-P-BB"
2888,"VOIE RESERVEE AUX CYCLISTES 01-04 AU 15-11 MACLE NOIR","VC-RA"
2889,"VOIE RESERVEE AUX CYCLISTES 01-04 AU 15-11 MACLE NOIR","VC-RA-1"
2890,"VOIE RESERVEE AUX CYCLISTES 01-04 AU 15-11 MACLE ROUGE","VC-RB"
2891,"VOIE RESERVEE AUX CYCLISTES 01-04 AU 15-11 MACLE ROUGE","VC-RB-1"
2892,"VOIE RESERVEE AUX CYCLISTES (DROITE) MACLE NOIR","VC-RC"
2893,"VOIE RESERVEE AUX CYCLISTES (GAUCHE) MACLE NOIR","VC-RC-1"
2894,"VOIE RESERVEE AUX CYCLISTES (DROITE) MACLE ROUGE","VC-RD"
2895,"VOIE RESERVEE AUX CYCLISTES (GAUCHE) MACLE ROUGE","VC-RD-1"
2896,"ANNULE","VC-RE"
2897,"ANNULE","VC-RE-1"
2898,"ANNULE","VC-RF"
2899,"ANNULE","VC-RF-1"
2900,"ANNULE","VC-RG"
2901,"ANNULE","VC-RG-1"
2902,"ANNULE","VC-RH"
2903,"ANNULE","VC-RH-1"
2904,"SUPPORT A VELO - MODELE DISPASON, COULEUR NOIRE","VC-SU-1"
2906,"SUPPORT A VELO - MODELE COMMERCIAL, NOIR","VC-SU-3"
2907,"VOIE BARREE POUR CYCLISTES","VC-T-AA"
2908,"SUR X KM","VC-T-AB"
2909,"DETOUR POUR CYCLISTES","VC-T-AC-*"
2914,"PRE-SIGNAL OBSTACLE","WA-A"
2915,"BALISE CONTOURNER A DROITE","WA-B"
2916,"BALISE CONTOURNER A DROITE","WA-B-1"
2917,"BALISE CONTOURNER A DROITE","WA-B-2"
2918,"DELINEATEURS BLANCS EN ACIERS (AVEC 2 TROUS)","WA-BA"
2919,"DELINEATEURS BLANCS AUTOCOLLANTS","WA-BB"
2921,"BALISE CONTOURNER A GAUCHE","WA-C"
2922,"BALISE CONTOURNER A GAUCHE","WA-C-1"
2923,"BALISE CONTOURNER A GAUCHE","WA-C-2"
2924,"BALISE CONTOURNER A GAUCHE OU A DROITE","WA-D"
2925,"PRE-SIGNAL VOIES SEPAREES","WA-E"
2926,"PRE-SIGNAL VOIES SEPAREES","WA-E-10"
2927,"PRE-SIGNAL FIN DE VOIES SEPAREES","WA-F"
2929,"BALISE CONTOURNER A GAUCHE OU A DROITE (VOIES RAPIDES)","WA-G"
2930,"BALISE HORIZONTALE","WA-I"
2931,"BALISE HORIZONTALE","WA-I-1"
2932,"BALISE HORIZONTALE","WA-I-2"
2933,"ANNULE - REMPLACER PAR WA-JR-10 (CHEVRON D'ALIGN.)","WA-J"
2934,"DELINEATEURS JAUNES EN ACIER (AVEC 2 TROUS)","WA-JA"
2935,"DELINEATEURS JAUNES (AUTOCOLLANTS)","WA-JB"
2937,"CHEVRON D'ALIGNEMENT (FOND ROUGE FLECHE BLANCHE)","WA-JR"
2938,"CHEVRON D'ALIGNEMENT (FOND ROUGE FLECHE BLANCHE)","WA-JR-10"
2939,"CHEVRON D'ALIGNEMENT (FOND ROUGE FLECHE BLANCHE)","WA-JR-20"
2945,"PRE-SIGNAL DETOUR","WB-C-10"
2953,"PRE-SIGNAL VIRAGE A GAUCHE ORANGE","WB-F"
2954,"PRE-SIGNAL VIRAGE A GAUCHE ORANGE","WB-F-10"
2955,"PRE-SIGNAL VIRAGE A DROITE ORANGE","WB-G"
2956,"PRE-SIGNAL VIRAGE A DROITE ORANGE","WB-G-10"
2957,"PRE-SIGNAL A GAUCHE OU A DROITE ORANGE","WB-H"
2958,"PRE-SIGNAL A GAUCHE OU A DROITE ORANGE","WB-H-10"
2960,"PRE-SIGNAL FLECHE OBLIQUE A GAUCHE OU A DROITE - ORANGE","WB-HA-10"
2961,"PRE-SIGNAL CHAUSSEE CAHOTEUSE - ORANGE","WB-I"
2967,"PANONCEAU DE DIRECTION JAUNE-NOIR","WB-L"
2968,"PANONCEAU DE DIRECTION JAUNE-NOIR","WB-M"
2974,"PRE-SIGNAL FUSION DE VOIES A GAUCHE - ORANGE (2->1)","WB-NB-10"
2985,"PRE-SIGNAL A GAUCHE ET A DROITE ORANGE","WB-P-10"
2986,"PRE-SIGNAL DOUBLE SENS ORANGE","WB-Q"
2988,"RUE ST-DENIS ORANGE","WB-R"
2992,"PRE-SIGNAL RUE BARREE... TEMPORAIRE","WB-T"
2993,"RUE BARREE... TEMPORAIRE","WB-U"
2994,"RUE BARREE, EVENEMENT SPECIAL... TEMPORAIRE","WB-V"
2995,"RUE BARREE, EVENEMENT SPECIAL... TEMPORAIRE","WB-V-1"
2996,"PRE-SIGNAL, RUE BARREE, EVENEMENT SPECIAL... TEMPORAIRE","WB-W"
2997,"PANONCEAU DE DIRECTION JAUNE-NOIR","WB-X"
2998,"PANONCEAU DE DIRECTION JAUNE-NOIR","WB-Y"
2999,"PRE-SIGNAL DANGER ACCIDENT","WC-A"
3000,"DAMIER FIN DE ROUTE","WC-B"
3001,"DAMIER FIN DE ROUTE","WC-B-10"
3002,"FLECHE DIRECTIONNELLE  A GAUCHE ET A DROITE","WC-C"
3003,"FLECHE DIRECTIONNELLE A GAUCHE ET A DROITE","WC-C-10"
3004,"FLECHE DIRECTIONNELLE VERS LA DROITE","WC-D"
3005,"FLECHE DIRECTIONNELLE VERS LA  DROITE","WC-D-10"
3006,"SIGNAL AVANCÉ DE COURBE - VIRAGE EN ~U~ A GAUCHE","WE-A-10"
3007,"SIGNAL AVANCÉ DE COURBE - VIR. A GAUCHE","WE-AA"
3008,"SIGNAL AVANCÉ DE COURBE - VIR. A GAUCHE","WE-AA-10"
3009,"SIGNAL AVANCÉ DE COURBE - VIR. A DROITE","WE-AB"
3010,"SIGNAL AVANCÉ DE COURBE - VIR. A DROITE","WE-AB-10"
3015,"SIGNAL AVANCÉ DE COURBE - VIRAGE A DROITE","WE-D"
3016,"SIGNAL AVANCÉ DE COURBE - VIRAGE A DROITE","WE-D-10"
3017,"SIGNAL AVANCÉ DE COURBE - VIRAGE A GAUCHE","WE-E"
3018,"SIGNAL AVANCÉ DE COURBE - VIRAGE A DROITE","WE-E-10"
3019,"ANNULE - REMPLACER PAR WE-AB","WE-F"
3020,"ANNULE - REMPLACER PAR WE-AA","WE-G"
3021,"SIGNAL AVANCÉ DE COURBE - DOUBLE VIRAGE","WE-H"
3022,"SIGNAL AVANCÉ DE COURBE - DOUBLE VIRAGE","WE-H-10"
3023,"SIGNAL AVANCÉ DE COURBE - DOUBLE VIRAGE","WE-I"
3025,"SIGNAL AVANCÉ DE COURBE - DOUBLE COURBE","WE-J"
3026,"SIGNAL AVANCÉ DE COURBE - DOUBLE COURBE","WE-J-10"
3027,"SIGNAL AVANCÉ DE COURBE - DOUBLE COURBE","WE-K"
3028,"SIGNAL AVANCÉ DE COURBE - DOUBLE COURBE","WE-K-10"
3030,"PRE-SIGNAL VOIES CONVERGENTES","WE-L-10"
3031,"PRE-SIGNAL VOIES CONVERGENTES","WE-M"
3032,"PRE-SIGNAL VOIES CONVERGENTES","WE-M-10"
3033,"PRE-SIGNAL RETRECISSEMENT","WF-A"
3035,"PRE-SIGNAL ELARGISSEMENT","WF-B"
3036,"PRE-SIGNAL ELARGISSEMENT","WF-B-10"
3037,"PRE-SIGNAL RETRECISSEMENT","WF-C"
3038,"PRE-SIGNAL RETRECISSEMENT","WF-C-10"
3039,"PRE-SIGNAL ELARGISSEMENT","WF-D"
3040,"PRE-SIGNAL ELARGISSEMENT","WF-D-10"
3041,"PRE-SIGNAL RETRECISSEMENT","WF-E"
3045,"PRE-SIGNAL PASSAGE ETROIT","WF-G"
3046,"PRE-SIGNAL PERTE DE VOIE","WF-H"
3047,"PRE-SIGNAL PERTE DE VOIE","WF-H-10"
3048,"PRE-SIGNAL PERTE DE VOIE","WF-J"
3049,"PRE-SIGNAL PERTE DE VOIE","WF-J-10"
3050,"PRE-SIGNAL PERTE DE VOIE (3->2)","WF-JA"
3051,"PRE-SIGNAL PERTE DE VOIE (3->2)","WF-JA-10"
3052,"PRE-SIGNAL PERTE DE VOIE (3->2)","WF-JB"
3053,"PRE-SIGNAL PERTE DE VOIE (3->2)","WF-JB-10"
3054,"PRE-SIGNAL CROISEE","WG-A"
3055,"PRE-SIGNAL FOURCHE","WG-B"
3057,"PRE-SIGNAL FUSION DE VOIES","WG-D"
3058,"PRE-SIGNAL FUSION DE VOIES","WG-E"
3059,"PRE-SIGNAL CROISEE A DROITE","WG-F"
3060,"PRE-SIGNAL CROISEE A GAUCHE","WG-G"
3061,"PRE-SIGNAL ~T~","WG-H-10"
3062,"PRE-SIGNAL DANGER ""AUTOBUS V.A.G. DANS VOIE DE GAUCHE""","WG-I"
3063,"PRE-SIGNAL DANGER ""AUTOBUS V.A.G. DANS VOIE DE GAUCHE""","WG-I-10"
3064,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WH-A"
3065,"PANNEAU ANNULE","WH-B"
3073,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WH-J"
3074,"PRE-SIGNAL DIRECTION DES VOIES - DIRECTION DE VOIES","WH-K"
3075,"PRE-SIGNAL DIRECTION DES VOIES - DIRECTION DE VOIES","WH-L"
3078,"PRE-SIGNAL VIRAGE A GAUCHE INTERDIT","WI-AA"
3079,"PRE-SIGNAL VIRAGE A DROITE OBLIGATOIRE","WI-AB"
3080,"PRE-SIGNAL OBLIG. ALLER TOUT DROIT","WI-AC"
3081,"PRE-SIGNAL OBLIG. ALLER TOUT DROIT OU A DROITE","WI-AD"
3082,"PRE-SIGNAL DIRECTION DES VOIES - DIRECTION DE VOIES","WI-AE"
3083,"PRE-SIGNAL DIRECTION DES VOIES - VIR. A GAUCHE","WI-AF"
3084,"PRE-SIGNAL DIRECTION DES VOIES - VIR. A DROITE","WI-AG"
3085,"PRE-SIGNAL DIRECTION DES VOIES - VIR. A GAUCHE ET TOUT D","WI-AH"
3087,"PRE-SIGNAL ARRET D'AUTOBUS SCOLAIRE","WI-AJ"
3089,"PRE-SIGNAL LIMITATION DE POIDS (CAMIONS)","WI-AL"
3090,"ANNULE - REMPLACE PAR WI-BB, OU WI-BB-10, OU WI-BB-20","WI-B"
3091,"ANNULE - REMPLACE PAR WI-BA, OU WI-BA-10, OU WI-BA-20","WI-B-1"
3092,"PRE-SIGNAL PASSAGE DE CAMIONS (gauche)","WI-BA"
3093,"PRE-SIGNAL PASSAGE DE CAMIONS (gauche)","WI-BA-10"
3094,"PRE-SIGNAL PASSAGE DE CAMIONS (gauche)","WI-BA-20"
3095,"PRE-SIGNAL PASSAGE DE CAMIONS (droite)","WI-BB"
3096,"PRE-SIGNAL PASSAGE DE CAMIONS (droite)","WI-BB-10"
3099,"PRE-SIGNAL PASSAGE D'AUTOBUS (gauche)","WI-BC-10"
3100,"PRE-SIGNAL PASSAGE D'AUTOBUS (droite)","WI-BD"
3102,"PRE-SIGNAL SORTIE D'AUTOBUS (gauche)","WI-BE"
3103,"PRE-SIGNAL SORTIE D'AUTOBUS (gauche)","WI-BE-10"
3104,"PRE-SIGNAL SORTIE D'AUTOBUS (droite)","WI-BF"
3105,"PRE-SIGNAL SORTIE D'AUTOBUS (droite)","WI-BF-10"
3106,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-C"
3107,"PRE-SIGNAL AUTO ET VELO","WI-CD"
3108,"PRE-SIGNAL AUTO ET VELO AVEC UNE FLECHE 1","WI-CD-1"
3109,"PRE-SIGNAL DE FEUX (600x600)","WI-D"
3110,"PRE-SIGNAL DE FEUX (900x900)","WI-D-10"
3111,"PRE-SIGNAL DE FEUX (1200x1200)","WI-D-20"
3112,"PRE-SIGNAL DIRECTION DES VOIES - 2 A GAUCHE ET 2 A DROIT","WI-DA"
3113,"PRE-SIGNAL DIRECTION DES VOIES - 1 FL. GAUCHE, 2 FL. T.DROIT","WI-DB"
3114,"PRE-SIGNAL DIRECTION DES VOIES - 1 FL. GAUCHE, 1 T.D./DROITE","WI-DC"
3115,"PRE-SIGNAL DIRECTION DES VOIES - 1 FL. GAUCHE, 1 A DROITE","WI-DD"
3116,"PRE-SIGNAL DIRECTION DES VOIES - VIR. MULTIPLES","WI-DE"
3118,"PRE-SIGNAL DIRECTION DES VOIES - VIR. MULTIPLES","WI-DG"
3119,"PRE-SIGNAL DIRECTION DES VOIES - VIR. MULTIPLES","WI-DH"
3120,"PRE-SIGNAL DIRECTION DES VOIES - VIR. MULTIPLES","WI-DI"
3122,"PRE-SIGNAL DIRECTION DES VOIES - VIR. MULTIPLES","WI-DK"
3123,"PRE-SIGNAL DIRECTION DES VOIES - VIR. MULTIPLES","WI-DL"
3124,"PRE-SIGNAL DIRECTION DES VOIES - VIR. MULTIPLES","WI-DM"
3125,"PRE-SIGNAL PENTE RAIDE","WI-E"
3126,"PRE-SIGNAL HAUTEUR LIBRE (600 x 600)","WI-F"
3127,"LIMITATION DE HAUTEUR LIBRE (600 x 600)","WI-G"
3128,"LIMITATION DE HAUTEUR LIBRE (750 x 750)","WI-G-10"
3129,"PRE-SIGNAL CHUTE DE GLACONS","WI-GD"
3130,"PRE-SIGNAL CHUTE DE GLACONS","WI-GG"
3131,"ANNULE PRE-SIGNAL ARRET 50m","WI-H-A"
3132,"ANNULE PRE-SIGNAL ARRET 100m","WI-H-B"
3133,"ANNULE PRE-SIGNAL ARRET 150m","WI-H-C"
3136,"SIGNAL AVANCE D'ARRET POUR VELO","WI-HA"
3137,"SIGNAL AVANCE D'ARRET","WI-HB"
3138,"SIGNAL AVANCE D'ARRET","WI-HB-10"
3139,"ANNULE - PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HC"
3140,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HC-A"
3142,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HD-A"
3143,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HD-B"
3144,"...ARRET ENLEVE","WI-HE"
3145,"...ARRET IMPLANTE","WI-HF"
3147,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HH"
3148,"PANONCEAU EN VIGUEUR LE...","WI-HI"
3150,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HJ"
3151,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HK"
3152,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HL"
3153,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HM"
3154,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HN"
3156,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HP"
3158,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HR"
3159,"PRE-SIGNAL NOUVELLE SIGNALISATION AUTOCOL (ARRET)","WI-HS"
3160,"DANGER - CROISEMENT ENTRE VEH. ET CYCL. (2 SENS) A DRO.","WI-HT"
3161,"DANGER\PANONCEAU - PRIORITE AUX CYCLISTES ET PIETONS","WI-HU"
3162,"PRE-SIGNAL NOUVELLE SIGNALISATION","WI-HV"
3163,"DANGER - CROISEMENT ENTRE VEH. ET CYCL. (2 SENS) A GAU.","WI-HW"
3164,"DANGER - CROISEMENT ENTRE VEH. ET CYCL. (1 SENS) A GAU.","WI-HX"
3165,"DANGER - CROISEMENT ENTRE VEH. ET CYCL. (1 SENS) A DRO.","WI-HY"
3167,"PRE-SIGNAL ROUTE CAHOTEUSE","WI-I"
3168,"PRE-SIGNAL PAVE GLISSANT","WI-J"
3169,"PRE-SIGNAL GLISSANT SOUS 0 DEGRE CELCIUS","WI-JT"
3170,"PRE-SIGNAL DOUBLE SENS","WI-K"
3171,"PRE-SIGNAL CEDEZ","WI-L"
3172,"PRE-SIGNAL CEDEZ PANNEAU VOIE CYCL.","WI-L-0"
3173,"PRE-SIGNAL CEDEZ","WI-L-10"
3175,"PRE-SIGNAL CHUTE DE DEBRIS","WI-N"
3177,"PRE-SIGNAL POSTE DE POMPIER","WI-P"
3178,"PRE-SIGNAL POSTE DE POMPIER","WI-P-10"
3179,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-Q"
3180,"PRE-SIGNAL ROUTE CAHOTEUSE","WI-R"
3181,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-S"
3182,"100m","WI-T-01-A"
3183,"150m","WI-T-01-B"
3185,"PRE-SIGNAL INTERSECTION EN ""T"" AVEC TERRE-PLEIN","WI-T-02"
3188,"PRE-SIGNAL PASSAGE A NIVEAU","WI-T-05"
3189,"PRE-SIGNAL PASSAGE A NIVEAU","WI-T-06"
3190,"PRE-SIGNAL PASSAGE A NIVEAU","WI-T-07"
3191,"VITESSE SUGGEREE 45 km/h","WI-T-08"
3192,"VITESSE SUGGEREE 25 km/h","WI-T-09"
3193,"VITESSE SUGGEREE 35 km/h","WI-T-10"
3194,"PRE-SIGNAL PASSAGE A NIVEAU AVEC INTERSEC. EN AVAL","WI-T-11"
3195,"PRE-SIGNAL PASSAGE A NIVEAU AVEC INTERS. EN AMONT","WI-T-12"
3196,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-U"
3197,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-V"
3198,"PRE-SIGNAL ROND-POINT","WI-W"
3199,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-X"
3200,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-Y"
3201,"PRE-SIGNAL DIRECTION DES VOIES - ASSIGNATION DE VOIES","WI-Z"
3203,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BD"
3204,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BD-10"
3205,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BE"
3206,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BE-10"
3207,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BF"
3208,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BF-10"
3209,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BG"
3210,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS","WR-BG-10"
3211,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS (2 FACES)","WR-BH"
3212,"ANNULE - PRE-SIGNAL VOIE RESERVEE BUS A CONTRESENS (2 FACES)","WR-BI"
3215,"VOIE RESERVEE BUS","WR-HH"
3218,"PANONCEAU 07h-09h LUN A VEN  -  FOND JAUNE","WZ-AA"
3219,"PANONCEAU EXCEPTE AUTOBUS  -  FOND JAUNE","WZ-AB"
3221,"300m","WZ-C"
3222,"30m","WZ-D"
3223,"90m","WZ-E"
3224,"200m","WZ-F"
3226,"16h-18h30 LUN. AU VEN.","WZ-H"
3227,"130m","WZ-I"
3229,"NOUVELLE SIGNALISATION","WZ-K"
