PANNEAU_ID_RPA,DESCRIPTION_RPA,CODE_RPA
14843,"10 MIN - JOURS DE CLASSE","SLR-ST-116"
14844,"10 MIN 7H À 17H JOURS DE CLASSE","SLR-ST-117"
14845,"10 MIN 7H À 18H LUN À VEN","SLR-ST-118"
14846,"DÉBARCADÈRE DE COURTE DURÉE RÉSERVÉ AUX FAMILLES AVEC JEUNES ENFANTS","SLR-ST-119"
14848,"15 MIN JOURS DE CLASSE","SLR-ST-120"
14849,"15 MIN EXCEPTÉ LIVRAISON","SLR-ST-121"
14850,"15 MIN LUN À VEN","SLR-ST-122"
14851,"15 MIN - LUN au VEN - JOURS DE CLASSE","SLR-ST-123"
14852,"15 MIN 7H À 9H 15H À 18H JOURS DE CLASSE","SLR-ST-124"
14854,"15 MIN 8H À 16H JOURS DE CLASSE","SLR-ST-126"
14855,"15 MIN 8H À 17H JOURS DE CLASSE DÉBARCADÈRE","SLR-ST-127"
14856,"30 MIN","SLR-ST-128"
14857,"VISITEURS 30 MIN MAX","SLR-ST-129"
14858,"SABBAT ET JOURS DE FÊTE","SLR-ST-13"
14860,"30 MIN 8H À 22H","SLR-ST-131"
14861,"30 MIN 8H À 18H LUN AU VEN","SLR-ST-132"
14862,"30 MIN 8H À 18H LUN MER VEN","SLR-ST-133"
14863,"30 MIN 9H À 16H LUN À VEN","SLR-ST-134"
14864,"30 MIN - MAR MER VEN - 9H À 16H30 - LUN JEU - 12H À 16H30","SLR-ST-135"
14865,"60 MIN - VISITEUR - SEULEMENT","SLR-ST-136"
14866,"60 MIN 7H À 18H - LUN À VEN","SLR-ST-137"
14867,"60 MIN 7H À 18H MAR JEU SAM","SLR-ST-138"
14868,"60 MIN - 8H À 18H - LUN MER VEN","SLR-ST-139"
14869,"EXCEPTÉ DIMANCHE ET JOURS DE FÊTE","SLR-ST-14"
14870,"60 MIN - 8H À 18H - MAR JEU","SLR-ST-140"
14871,"60 MIN - 9H À 16H","SLR-ST-141"
14872,"90 MIN","SLR-ST-142"
14873,"120 MIN RÉSERVÉ AUX USAGERS DE LA BIBLIOTHÈQUE","SLR-ST-143"
14874,"120 MIN LUN MER VEN","SLR-ST-144"
14875,"120 MIN 8H À 17H LUN MER VEN","SLR-ST-145"
14876,"LUN AU VEN 120 MIN 9H À 16H","SLR-ST-146"
14877,"120 MIN MAR JEU","SLR-ST-147"
14878,"120 MIN 8H À 17H MAR JEU","SLR-ST-148"
14879,"PERMISSION DE STATIONNER","SLR-ST-149"
14880,"15 JUIN AU 1ER SEPT.","SLR-ST-15"
14881,"RÉSERVÉ INCENDIE","SLR-ST-150"
14882,"POUR LES EMPLOYÉS SEULEMENT","SLR-ST-151"
14883,"RÉSERVÉ BILBIOTHÈQUE","SLR-ST-152"
14884,"ESPACE RÉSERVÉE NAVETTE CAPREIT","SLR-ST-153"
14885,"7H À 13H DIMANCHE","SLR-ST-154"
14886,"8H À 18H LUN MER VEN","SLR-ST-155"
14887,"11H À 14H LUN AU VEN","SLR-ST-156"
14888,"8H À 18H MAR JEU","SLR-ST-157"
14889,"12H À 15H VENDREDI","SLR-ST-158"
14890,"8H À 18H SAM DIM - MAI-JUIN","SLR-ST-159"
14891,"RÉSERVÉ AUTOBUS 15 JUIN au 1er SEPT.","SLR-ST-16"
14892,"HANDICAPÉS - DÉBARCADÈRE (Bleu)","SLR-ST-160"
14893,"60 MIN","SLR-ST-161"
14894,"23H00 À 7H00 EXCEPTÉ VÉHICULES AUTORISÉS","SLR-ST-162"
14895,"LUN MER VEN","SLR-ST-163"
14896,"8H À 16H MARDI MERCREDI","SLR-ST-164"
14897,"MAR JEU SAM","SLR-ST-165"
14898,"ESPACE RÉSERVÉ MER DIM","SLR-ST-166"
14899,"HANDICAPÉS - 120 MIN","SLR-ST-167"
14902,"15NOV - 15AVRIL","SLR-ST-17"
14903,"ESPACE RÉSERVÉ 7H À 8H 15H30 À 16H30","SLR-ST-170"
14904,"120 MIN 7H00-21H00 - LUN À VEN (VIGNETTE)","SLR-ST-171"
14905,"120 MIN - LUN 17H À MAR 17H - MER 17H À JEU 17H - VEN 17H À SAM 17H","SLR-ST-172"
14907,"120 MIN - MAR 17H À MER 17H - JEU 17H À VEN 17H - SAM 17H À LUN 17H","SLR-ST-174"
14908,"120 MIN - MAR 18H À MER 18H - JEU 18H À VEN 18H - SAM 18H À LUN 18H","SLR-ST-175"
14909,"ZONE D'ATTENTE POUR AUTOBUS DE LA STCUM SEULEMENT","SLR-ST-176"
14910,"ARRÊT - D'AUTOBUS","SLR-ST-177"
14911,"ARRÊT D'AUTOBUS de 00H00 À 05H00","SLR-ST-178"
14912,"EXCEPTÉ AUTOBUS SCOLAIRE","SLR-ST-179"
14913,"EN TOUT TEMPS EXCEPTÉ MARDI DE 9H À 15H","SLR-ST-18"
14914,"SAUF AUTOBUS SCOLAIRES JOURS DE CLASSE","SLR-ST-180"
14915,"SAUF AUTOBUS JOURS DE CLASSE","SLR-ST-181"
14916,"7H00 À 9H00 13H00 À 16H00 JOURS DE CLASSE SAUF AUTOBUS","SLR-ST-182"
14917,"7H00 À 9H00 - 14H00 À 16H00 - SAUF AUTOBUS JOURS DE CLASSE","SLR-ST-183"
14918,"7H00 À 9H00 - 14H00 À 16H00 - JOURS DE CLASSE","SLR-ST-184"
14919,"7H30 À 16H30 - JOURS DE CLASSE","SLR-ST-185"
14920,"JOURS DE CLASSE","SLR-ST-186"
14922,"7H00 À 9H00 - 15H00 À 18H00 - LUN À VEN","SLR-ST-188"
14923,"7H00 À 9H00 - 16H00 À 19H00 - LUN À VEN","SLR-ST-189"
14924,"22H à 8H","SLR-ST-19"
14925,"8H00 À 9H00 - 14H00 À 17H00 - LUN AU VEN","SLR-ST-190"
14926,"15H00 À 18H00 - LUN À VEN","SLR-ST-191"
14927,"16H À 19H - LUN À VEN","SLR-ST-192"
14928,"ARRÊT D'AUTOBUS LUNDI À VENDREDI","SLR-ST-193"
14929,"ARRÊT D'AUTOBUS 5H30 À 9H - 14H30 À 18H - LUNDI À VENDREDI","SLR-ST-194"
14930,"ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H30 À 18H30 - LUNDI À VENDREDI","SLR-ST-195"
14931,"ARRÊT D'AUTOBUS 5H30 À 9H30 - 14H45 À 18H30 - LUNDI À VENDREDI","SLR-ST-196"
14932,"ARRÊT D'AUTOBUS 05H30 À 10H00 LUNDI À VENDREDI","SLR-ST-197"
14933,"POSTE D'ATTENTE AUTOBUS 6H À 9H30 LUNDI À VENDREDI","SLR-ST-198"
14934,"ARRÊT D'AUTOBUS 7H30 À 8H30 - 14H30 À 16H LUNDI À VENDREDI","SLR-ST-199"
14935,"EXCEPTÉ AUTOBUS SCOLAIRE","SLR-ST-20"
14936,"8H À 19H LUN MER VEN","SLR-ST-200"
14937,"8H À 19H MAR JEU","SLR-ST-201"
14938,"SAUF AUTOBUS SCOLAIRE - JOURS DE CLASSE","SLR-ST-21"
14939,"8H à 17H - JOURS DE CLASSE - SAUF AUTOBUS SCOLAIRE","SLR-ST-22"
14940,"7H30 À 18H00 JOURS DE CLASSE","SLR-ST-23"
14941,"8H À 17H30 JOURS DE CLASSE","SLR-ST-24"
14942,"9H00 à 15H30 JOURS DE CLASSE","SLR-ST-25"
14943,"9H À 17H JOURS DE CLASSE","SLR-ST-26"
14944,"6H à 12H LUNDI","SLR-ST-27"
14945,"7H à 13H LUNDI","SLR-ST-28"
14946,"9H à 11H - LUNDI - ENTRETIEN","SLR-ST-29"
14947,"9H à 11H - LUNDI - 15 AVR - 15 NOV","SLR-ST-30"
14948,"9H À 11H LUNDI 15 AVR - 15 NOV ENTRETIEN","SLR-ST-31"
14949,"9H00 à 12H00 LUNDI","SLR-ST-32"
14950,"9H à 12H - LUNDI - 15 AVR au 15 NOV","SLR-ST-33"
14951,"9H à 12H - LUNDI - 15 AVR au 15 NOV - ENTRETIEN","SLR-ST-34"
14952,"7H à 12H MARDI","SLR-ST-35"
14953,"7H à 14H MARDI","SLR-ST-36"
14954,"8H à 12H MARDI","SLR-ST-37"
14955,"8H à 16H30 - MARDI - ENTRETIEN","SLR-ST-38"
14956,"9H À 11H MARDI ENTRETIEN","SLR-ST-39"
14957,"9H À 11H MARDI 15 AVR - 15 NOV","SLR-ST-40"
14958,"9H00 à 12H00 MARDI","SLR-ST-41"
14959,"9H À 12H - MARDI - 15 AVR AU 15 NOV","SLR-ST-42"
14960,"9H À 12H - MARDI - 15 AVR AU 15 NOV - ENTRETIEN","SLR-ST-43"
14961,"9H À 15H MARDI","SLR-ST-44"
14962,"13H00 À 14H00 MARDI 15 AVR - 15 NOV","SLR-ST-45"
14963,"13H À 15H MARDI 15 MARS - 15 NOVEMBRE - ENTRETIEN","SLR-ST-46"
14964,"13H À 17H MARDI","SLR-St-47"
14965,"8H à 12H - MERCREDI","SLR-ST-48"
14966,"13H à 15H MERCREDI 15 MRS - 15 NOV. ENTRETIEN","SLR-ST-49"
14968,"13H À 17H MERCREDI","SLR-ST-51"
14969,"8H À 12H - JEUDI","SLR-ST-52"
14970,"12H À 16H JEUDI","SLR-ST-53"
14971,"13H À 16H - JEUDI - 15 AVR - 15 NOV","SLR-ST-54"
14972,"7H À 15H VENDREDI","SLR-ST-55"
14973,"7H À 12H VENDREDI","SLR-ST-56"
14974,"8H00 À 9H00 LUN ET MER 15 MARS À 15 NOV - ENTRETIEN","SLR-ST-57"
14975,"13H À 14H - LUN ET MER - 15 MARS AU 15 NOV - ENTRETIEN","SLR-ST-58"
14976,"7H À 12H LUN ET JEU","SLR-ST-59"
14977,"7H À 12H LUN ET JEU (NON CONFORME)","SLR-ST-60"
14978,"8H À 17H LUNDI JEUDI 3 MÈTRES","SLR-ST-61"
14980,"LUN MER VEN","SLR-ST-63"
14982,"8H À 16H30 - LUN MER VEN","SLR-ST-65"
14983,"8H À 17H LUN MER VEN 15 NOV - 15 AVR","SLR-ST-66"
14985,"8H À 17H - LUN MER VEN","SLR-ST-68"
14986,"8H À 17H LUN MER VEN 1er SEPT AU 31 MAI","SLR-ST-69"
14987,"8H À 18H LUN MER VEN","SLR-ST-70"
14988,"8H À 19H LUN MER VEN","SLR-ST-71"
14991,"9H À 12H 14H à 17H LUN MER VEN","SLR-ST-74"
14992,"9H À 17H LUN MER VEN 15 NOV AU 15 MARS, 11H À 12H MERCREDI 15 MARS AU 15 NOV","SLR-ST-75"
14993,"13H À 17H LUN MER VEN 15 AVR - 15 NOV","SLR-ST-76"
14994,"13H À 17H LUN MER VEN   ","SLR-ST-77"
14995,"18H À 24H LUN MER VEN","SLR-ST-78"
14996,"8H À 12H LUN MER VEN 13H À 18H MAR JEU","SLR-ST-79"
14997,"LUN 17H À MAR 17H - MER 17H À JEU 17H - VEN 17H À SAM 17H","SLR-ST-80"
14998,"LUN 18H À MAR 18H - MER 18H À JEU 18H - VEN 18H À SAM 18H","SLR-ST-81"
14999,"LUN MER VEN 8H À 12H - MAR JEU 13H À 17H","SLR-ST-82"
15000,"LUN MER VEN DIM","SLR-ST-83"
15001,"LUN MER VEN 8H À 12H - MAR JEU 14H À 17H","SLR-ST-84"
15003,"8H00 À 9H00 MAR ET JEU 15 MARS AU 15 NOV ENTRETIEN","SLR-ST-86"
15004,"8H À 12H MAR JEU","SLR-ST-87"
15005,"8H À 16H30 - MAR JEU","SLR-ST-88"
15006,"8H À 17H MAR JEU","SLR-ST-89"
15007,"8H À 17H MAR JEU 15 AVR - 15 NOV","SLR-ST-90"
15008,"8H À 17H MAR JEU 1er SEPT AU 31 MAI","SLR-ST-91"
15011,"8H À 19H MAR JEU","SLR-ST-94"
15012,"9H À 12H MAR JEU","SLR-ST-95"
15013,"9H À 12H MAR JEU 15 AVR AU 15 NOV","SLR-ST-96"
15015,"9H À 17H MAR JEU 15 NOV AU 15 MARS - 11H À 12H JEUDI 15 MARS AU 15 NOV","SLR-ST-98"
15016,"13H À 14H MAR ET JEU 15 MARS AU 15 NOV - ENTRETIEN","SLR-ST-99"
15017,"CYCLISTES TRAVERSEZ À PIED","SLR-VE-01"
15018,"Voie réservée aux cyclistes sur - (50m)","SLR-VE-02"
15019,"Voie réservée aux cyclistes sur - (75m)","SLR-VE-03"
15020,"\P 9H @ 17H LUN AU VEN","LAC-39"
15021,"\P 7H @ 9H LUNDI 1 AVRIL AU 15 NOVEMBRE","LAC-40"
15022,"\P 9H @ 12H LUNDI 1 AVRIL AU 15 NOVEMBRE","LAC-41"
15023,"\P 9H @ 16H LUNDI 1 AVRIL AU 15 NOVEMBRE","LAC-42"
15024,"\P 7H @ 9H MARDI 1 AVRIL AU 15 NOVEMBRE","LAC-43"
15025,"\P 9H @ 16H MARDI 1 AVRIL AU 15 NOVEMBRE","LAC-44"
15026,"\P 7H @ 9H MERCREDI 1 AVRIL AU 15 NOVEMBRE","LAC-45"
15027,"\P 9H @ 12H MERCREDI 1 AVRIL AU 15 NOVEMBRE","LAC-46"
15028,"\P 9H @ 16H MERCREDI 1 AVRIL AU 15 NOVEMBRE","LAC-47"
15029,"\P 9H @ 16H JEUDI 1 AVRIL AU 15 NOVEMBRE","LAC-48"
15030,"\P 7H @ 17H LUN AU VEN","LAC-49"
15031,"\P D'ICI AU COIN","LAC-50"
15032,"\P (FLÈCHE SEULEMENT)","LAC-51"
15033,"\P (STATIONNEMENT INTERDIT)","LAC-52"
15034,"\P RÈGL. 2027","LAC-53"
15036,"\P 9H @ 16H VEN-SAM-DIM","LAC-55"
15037,"\P 9H @ 16H LUN-MAR-MER-JEU","LAC-56"
15038,"\P 9H @ 18H","LAC-57"
15039,"\P 18H @ 9H","LAC-58"
15040,"\P 15 AVRIL AU 15 OCTOBRE","LAC-59"
15044,"\ CHIEN INTERDIT","LAC-63"
15045,"\CHIEN INTERDIT PARC","LAC-64"
15047,"TRAVERSE DE PIÉTON","LAC-66"
15051,"TRAVERSE POUR ENFANTS PRÈS DES PARCS","LAC-70"
15055,"AVIS DE PRIORITÉ AUX PIÉTONS AVEC AMENDE","LAC-74"
15056,"PANCARTE ZONE D'ÉCOLE (JAUNE)","LAC-75"
15061,"\ARRÊT INTERDIT","LAC-2"
15062,"\ARRÊT INTERDIT (FLÈCHE)","LAC-3"
15063,"\ARRÊT INTERDIT (HEURE)","LAC-4"
15064,"\P RÉSERVÉ FAMILLE NOMBREUSE","LAC-5"
15066,"\P RÉSERVÉ PERSONNE HANDICAPÉE","LAC-7"
15067,"\ARRÊT INTERDIT ZONE D'AUTOBUS","LAC-8"
15068,"PANNEAU STM","LAC-9"
15075,"P 2H","LAC-16"
15076,"P 2H - 8H @ 18H LUN AU VEN","LAC-17"
15077,"P 60 MIN","LAC-18"
15079,"P 30 MIN - 9H @ 16H LUN AU SAM","LAC-20"
15080,"P 60 MIN - 9H @ 18H LUN AU SAM","LAC-21"
15081,"P 30 MIN - POSTE DE POLICE","LAC-22"
15082,"P 10 MIN - 7H @ 8H - 15H @ 16H LUN AU VEN","LAC-23"
15083,"DÉBARCADÈRE","LAC-24"
15084,"DÉBARCADÈRE 15 MIN 7H @ 9H","LAC-25"
15085,"P RÉSERVÉ AUX VISITEURS DE L'ÉGLISE - DIMANCHE 10H @14H","LAC-26"
15086,"P RÉSERVÉ EN TOUT TEMPS DÉTENTEURS DE PERMIS #","LAC-27"
15087,"P RÉSERVÉ LUN AU VEN 18 @ 8H ET SAM-DIM DÉTENTEURS DE PERMIS #11","LAC-28"
15088,"P RÉSERVÉ SEULEMENT DÉTENTEURS DE PERMIS #","LAC-29"
15089,"P 2H - 9H @ 16H EXCEPTÉ MARDI","LAC-30"
15092,"\P 8H @ 17H LUN-MER-VEN","LAC-33"
15093,"\P 8H @ 17H MARDI-JEUDI","LAC-34"
15094,"\P 9H @ 16H MARDI","LAC-35"
15095,"\P 9H @ 16H JEUDI","LAC-36"
15096,"\P DÉBARCADÈRE LUNDI AU VENDREDI 7H @ 17H","LAC-37"
15097,"\P 6H @ 12H LUN AU VEN","LAC-38"
15099,"\P 08h-09h30 MAR. JEU. 1 AVRIL AU 1 DEC.","SB-BA-A"
15101,"\P 16h-18h30 LUN. MER. 1 AVRIL AU 1 DEC","SB-KA-A"
15103,"\P 07h-09h MARDI 1 AVRIL AU 1 DEC.","SU-AN-A"
15104,"\A 05h-09h30 LUN. AU VEN.","AV-AN"
15105,"\A 14h-18h30 LUN. A VEN.","AV-PC"
15106,"\A 05h-09h30  14h-18h30 LUN. A VEN","AV-RO"
15108,"\A 07h30-17h30 JOURS D'ECOLE","AE-JJ"
15109,"P 60 min 09h-14h LUN. A VEN.","PV-OJ"
15111,"BOUTON D'APPEL POUR PIETONS","PE-AI"
15112,"BOUTON D'APPEL POUR PIETONS (FLECHE GAUCHE)","PE-AJ"
15113,"BOUTON D'APPEL POUR PIETONS (FLECHE DROITE)","PE-AK"
15114,"PANONCEAU 06h-09h30 LUN A VEN","RH-T-89"
15115,"PANONCEAU 06h-09h30  15h-18h30 LUN A VEN","RH-T-90"
15116,"PANONCEAU 15h-18h30 LUN A VEN","RH-T-91"
15117,"VOIE RESERVEE BUS-TAXI 15h-18h30 LUN A VEN (RIVE)","RS-AH"
15118,"VOIE RESERVEE BUS-TAXI 6h-9h30 LUN A VEN (RIVE)","RS-AI"
15119,"VOIE RESERVEE BUS-TAXI 14h30-18h30 LUN A VEN (AERIEN)","RS-AJ"
15121,"PRE-SIGNAL VOIE RESERVEE BUS-TAXI XXX METRES (RIVE)","RP-AH"
15122,"PRE-SIGNAL VOIE RESERVEE BUS-TAXI XXX METRES (AERIEN)","RP-AI"
15123,"MAXIMUM 30 07h-17h LUN A VEN SEPT A JUIN","RC-A-E"
15125,"\P 16h30-17h30 MARDI 1 AVRIL AU 1 DEC","SU-PL-A"
15127,"\A 09h-22h","AD-TG"
15128,"\P 17h-20h MERCREDI","SU-TA"
15134,"PANONCEAU 14h30-18h30 LUN A VEN","RH-T-93"
15135,"PANONCEAU EXCEPTE AUTOBUS","RH-T-94"
15138,"\P 8h - 12h MARDI 1ER AVRIL - 30 NOV","OUT-SDN-05"
15139,"\P 12h - 16h MARDI 1ER AVRIL - 30 NOV","OUT-SDN-06"
15140,"\P 7h - 9h VENDREDI 1ER AVRIL - 30 NOV","OUT-SDN-15"
15142,"\P 10h - 12h VENDREDI 1ER AVRIL - 30 NOV","OUT-SDN-18"
15146,"\P 8h - 16h LUN À VEN EXCEPTE AUTOBUS SCOLAIRE","OUT-SDE-05"
15147,"\P 8h - 18h LUN À VEN EXCEPTE AUTOBUS SCOLAIRE ","OUT-SDE-07"
15148,"\P 8h - 10h et 15h - 17h LUN À VEN EXCEPTE AUTOBUS SCOLAIRE ","OUT-SDE-10"
15151,"\P 8h - 16h LUN À VEN EXCEPTE LIVRAISON ","OUT-SDL-03"
15152,"\P EXCEPTE LIVRAISON 8h - 16h LUN À VEN","OUT-SDL-04"
15153,"\P 8h - 16h MAR À SAM EXCEPTÉ LIVRAISON","OUT-SDL-05"
15155,"\A 10h -12h LUNDI 1er AVRIL - 30 NOV","OUT-ADN-04"
15157,"\A 10h -12h MARDI 1er AVRIL - 30 NOV","OUT-ADN-07"
15158,"\A 6h -8h MERCREDI 1er AVRIL - 30 NOV","OUT-ADN-08"
15159,"\A 8h -10h MERCREDI 1er AVRIL - 30 NOV","OUT-ADN-10"
15160,"\A 6h -8h JEUDI 1er AVRIL - 30 NOV","OUT-ADN-11"
15162,"\A 8h - 10h VENDREDI 1er AVRIL - 30 NOV","OUT-ADN-16"
15163,"\A 10h - 12h VENDREDI 1er AVRIL - 30 NOV","OUT-ADN-17"
15164,"\A 6h30 - 9h LUN et JEU 1er AVRIL - 30 NOV","OUT-ADN-21"
15165,"\A 8h - 9h LUN et JEU 1er AVRIL - 30 NOV","OUT-ADN-22"
15166,"\A 6h30 - 9h MAR et VEN 1er AVRIL - 30 NOV","OUT-ADN-25"
15167,"\A 6h30 - 9h MER et VEN 1er AVRIL - 30 NOV","OUT-ADN-26"
15168,"\A 7h - 9h LUN À VEN","OUT-ADP-01"
15169,"\A 15h30 - 18h LUN À VEN","OUT-ADP-03"
15171,"P 15 MIN 7h30 - 9h et 15h - 18h LUN À VEN","OUT-SPM-02"
15172,"P 15 MIN 7h30 - 9h et 15h30 - 18h LUN À VEN","OUT-SPM-03"
15173,"P 15 MIN 7h30 - 9h et 16h - 18h LUN À VEN","OUT-SPM-04"
15174,"P 15 MIN 8h - 9h30 16h - 18h30 LUN À VEN","OUT-SPM-07"
15175,"P 15 MIN 7h30 - 18h LUN À VEN","OUT-SPM-08"
15179,"P 15 MIN","OUT-SPM-13"
15180,"P 30 MIN 7h - 10h et 15h - 18h LUN À VEN","OUT-SPN-01"
15181,"P 30 MIN 7h - 18h LUN À VEN","OUT-SPN-02"
15183,"P 30 MIN 8h - 18h LUN À VEN","OUT-SPN-04"
15184,"P 30 MIN 8h - 22h","OUT-SPN-05"
15186,"P 30 MIN","OUT-SPN-07"
15189,"P 2h 8h - 22h LUN À VEN","OUT-SPH-05"
15190,"P 2h 8h - 22h","OUT-SPH-11"
15192,"\P 8h - 12h LUNDI 1ER AVRIL - 30 NOV ","OUT-SDN-02"
15193,"\P EXCEPTE 8h - 12h JEUDI 1er AVRIL - 30 NOV ","OUT-SDX-09"
15194,"\P EXCEPTE 8h - 12h LUNDI 1er AVRIL - 30 NOV","OUT-SDX-10"
15196,"\A 8h - 9h MER ET VEN 1er AVRIL - 30 NOV","OUT-ADN-27"
15197,"\P 14h - 16h JEUDI 1ER AVRIL - 30 NOV","OUT-SDN-14-2"
15199,"\A 8h - 9h et 16h - 17h LUN À VEN","OUT-ADP-05"
15201,"P 15 MIN 8h - 18h LUN À VEN JOURS D'ÉCOLE","OUT-SPM-15"
15202,"\P EXCEPTE DEBARCADERE 15 MIN","OUT-SDX-11"
15203,"\P 18h-3h","SD-SA"
15206,"\P 08h30-11h30 MAR. JEU. 1 AVRIL AU 1 DEC","SB-BB-A"
15208,"\P 08h30-11h30 LUN. MER. 1 AVRIL AU 1 DEC.","SB-AZ-A"
15211,"P 60 min 09h30-14h LUN A SAM","PS-JW"
15216,"\P CARAVANE  HABITATION MOTORISEE  VEHICULE RECREATIF","SD-VR"
15220,"VOIE RESERVEE BUS-TAXI 06h 09h30 15h-18h30 LUN A VEN (RIVE)","RS-AL"
15223,"\A 7h - 7h30 JEUDI 1er AVRIL - 30 NOV","OUT-ADN-12-1"
15225,"\P 13h - 15h LUNDI 1er AVRIL - 30 NOV","OUT-SDN-04-1"
15226,"\P 10h - 12h MARDI 1er AVRIL - 30 NOV","OUT-SDN-05-1"
15227,"\P 13h - 15h MARDI 1er AVRIL - 30 NOV","OUT-SDN-06-1"
15228,"\P 10h - 12h MERCREDI 1er AVRIL - 30 NOV","OUT-SDN-09-1"
15229,"\P 13h - 15h MERCREDI 1er AVRIL - 30 NOV","OUT-SDN-10-1"
15230,"\P 10h - 12h JEUDI 1er AVRIL - 30 NOV","OUT-SDN-13-1"
15233,"\P 9h - 12h VENDREDI 1er AVRIL - 30 NOV","OUT-SDN-17-1"
15234,"P 15 MIN 07h30-09h ET 16h-18h 30 LUN A VEN GARDERIE SEULEMENT","PV-QI"
15235,"PRE-SIGNAL CHAUSSEE GLISSANTE (VELO)","VC-A"
15406,"AUTOROUTE 13  -  FOND BLEU","SLR-G-13"
15407,"AUTOROUTE 520  -  FOND BLEU","SLR-G-520"
15408,"PANONCEAU 50m","SLR-WY-Z"
15409,"SIGNAL AVANCÉ DE VOIE RÉSERVÉ - 100m","SLR-D-250-1-100"
15410,"CHAUSSÉE CAHOTEUSE","SLR-D-360"
15411,"Panneau spécifique (Blanc)  Photo disponible","SLR-GENERIQUE-BLANC"
15412,"Panneau spécifique (Bleu)  Photo disponible","SLR-GENERIQUE-BLEU"
15413,"Panneau spécifique (Jaune)  Photo disponible","SLR-GENERIQUE-JAUNE"
15414,"Panneau spécifique (Rouge)  Photo disponible","SLR-GENERIQUE-ROUGE"
15415,"Panneau spécifique (Stationnement)  Photo disponible","SLR-GENERIQUE-STAT"
15416,"Panneau spécifique (Vert)  Photo disponible","SLR-GENERIQUE-VERT"
15417,"Flèche de direction oblique à droite (EST)","SLR-I-240-P-2-D-V-E"
15418,"Flèche de direction oblique à gauche (OUEST)","SLR-I-240-P-2-G-V-W"
15419,"Flèche de direction - à droite (bleu)","SLR-FB-3"
15420,"Flèche de direction - à gauche (bleu)","SLR-FB-2"
15421,"NON EXISTANT","SLR-ST-0"
15422,"8h à 17h LUNDI JEUDI 3 Mètres","SLR-ST-202"
15423,"Limite de vitesse (maximale) (100)","SLR-P-070-2-100"
15424,"Heures variables Lundi à vendredi (15h à 18h)","SLR-RH-T-41"
15425,"Heures variables Lundi à vendredi (6h à 9h)","SLR-RH-T-I-E"
15426,"Accès interdit aux patineurs sur roues alignées","SLR-P-130-28"
15427,"60 min. - 9h00 - 16h00 - LUN. à VEN. (vignette)","SLR-P-150-6-HZ"
15428,"Arrêt ou Stop (carrefour, 1 direction)","SLR-RA-HDC"
15429,"Balise de borne","SLR-SG-006"
15430,"NON EXISTANT - VARIABLE INCOMPLET","SLR-SG-021"
15431,"SIGNALE AVANCÉ ARRÊT (75m)","SLR-SG-031-050"
15432,"FLÈCHE DE DIRECTION - TOUT DROIT (BLEU)","SLR-FB-1"
15433,"EXCLUSIF DÉBUT (REMORQUAGE)","SLR-SG-040"
15434,"4141 (TÉLÉPHONE REMORQUAGE EXCLUSIF)","SLR-SG-041"
15435,"HEURES VARIABLES 2 FOIS PAR JOUR LUNDI À VENDREDI (07-09-16-18)","SLR-RH-T-2"
15437,"FLÈCHE PRIORITAIRE NON OPÉRATIONNELLE DE 15H00 À 19H00","SLR-PR-80"
15438,"FLÈCHE DE DIRECTION- AVANCÉ GAUCHE (BLEU)","SLR-FB-12"
15439,"PANNEAU NON-IDENTIFIABLE","SLR-SG-1000"
15440,"NON EXISTANT - VARIABLE INCOMPLET","SLR-SG-118"
15441,"AIRE D'ATTENTE","SLR-SG-121"
15442,"FIN VOIE DE LA VOIE DROITE","SLR-SG-126"
15443,"NON EXISTANT","SLR-SG-130"
15444,"FLÈCHE DE DIRECTION - OBLIQUE DROITE (BLEU)","SLR-FB-5"
15445,"FLÈCHE DE DIRECTION - OBLIQUE À DROITE (BLEU)","SLR-FB-4"
15446,"FLÈCHE DE DIRECTION AVANCÉ DROITE (BLEU)","SLR-FB-13"
15447,"JONCTION DEVANT (015)","SLR-143-015"
15448,"EXCEPTÉ AUTOBUS ET VÉHICULES AUTORISÉS","SLR-SG-154"
15449,"NON EXISTANT","SLR-SG-156"
15450,"SORTIE À DROITE (NUMÉROTÉE) (8)","SLR-SG-160-D-8"
15451,"SOYEZ VISIBLE","SLR-SG-170"
15452,"EXCLUSIF (REMORQUAGE)","SLR-SG-175"
15453,"OBSTACLE","SLR-SG-176"
15454,"SIGNAL AVANCÉ DE DIRECTION DES VOIES ET INETRSECTION (COURBE DROITE)","SLR-SG-177"
15455,"FIN DE PISTE CYCLABLE","SLR-SG-178"
15456,"PANONCEAU DE DISTANCE VALABLE DU LUNDI AU VENDREDI, DE 15H30 À 18H30 (050m)","SLR-SG-179-050"
15457,"PANONCEAU DE DISTANCE VALABLE DU LUNDI AU VENDREDI, DE 15H30 À 18H30 (190m)","SLR-SG-179-190"
15458,"PANONCEAU AVEC DE LA TOPONYMIE OU DU TEXTE SPÉCIFIQUE (BLANC) - PHOTO DISPONIBLE","SLR-TOPONYME-BLANC"
15459,"PANONCEAU AVEC DE LA TOPONYMIE OU DU TEXTE SPÉCIFIQUE (BLEU) - PHOTO DISPONIBLE","SLR-TOPONYME-BLEU"
15460,"PANONCEAU AVEC DE LA TOPONYMIE OU DU TEXTE SPÉCIFIQUE (VERT) - PHOTO DISPONIBLE","SLR-TOPONYME-VERT"
